Rio de Janeiro;RJ;22470-050;634;643;665;671;703;720;723;724;742;799;892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22470-051;634;643;665;671;703;720;723;724;742;799;892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22470-110;634;643;665;671;703;720;723;724;742;799;892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22470-150;634;643;665;671;703;720;723;724;742;799;892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22470-180;634;643;665;671;703;720;723;724;742;799;892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22010-010;701;706;969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22010-020;701;706;969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22010-030;701;706;969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22010-040;701;706;969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22010-050;701;706;969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22010-060;701;706;969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22010-070;701;706;969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22010-100;701;706;969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22010-110;701;706;969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22010-121;701;706;969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22010-122;701;706;969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22010-000;629;633;642;658;662;663;667;668;672;675;677;684;695;705;708;710;725;731;738;741;746;747;753;760;768;779;780;781;782;797;800;815;821;822;831;836;838;841;842;843;848;855;870;876;880;886;890;895;899;901;902;906;907;910;913;917;925;931;945;946;956;961;963;966;968;970;971;975;987;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22021-000;629;633;642;658;662;663;667;668;672;675;677;684;695;705;708;710;725;731;738;741;746;747;753;760;768;779;780;781;782;797;800;815;821;822;831;836;838;841;842;843;848;855;870;876;880;886;890;895;899;901;902;906;907;910;913;917;925;931;945;946;956;961;963;966;968;970;971;975;987;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22021-001;629;633;642;658;662;663;667;668;672;675;677;684;695;705;708;710;725;731;738;741;746;747;753;760;768;779;780;781;782;797;800;815;821;822;831;836;838;841;842;843;848;855;870;876;880;886;890;895;899;901;902;906;907;910;913;917;925;931;945;946;956;961;963;966;968;970;971;975;987;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22041-001;629;633;642;658;662;663;667;668;672;675;677;684;695;705;708;710;725;731;738;741;746;747;753;760;768;779;780;781;782;797;800;815;821;822;831;836;838;841;842;843;848;855;870;876;880;886;890;895;899;901;902;906;907;910;913;917;925;931;945;946;956;961;963;966;968;970;971;975;987;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22070-000;629;633;642;658;662;663;667;668;672;675;677;684;695;705;708;710;725;731;738;741;746;747;753;760;768;779;780;781;782;797;800;815;821;822;831;836;838;841;842;843;848;855;870;876;880;886;890;895;899;901;902;906;907;910;913;917;925;931;945;946;956;961;963;966;968;970;971;975;987;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22070-001;629;633;642;658;662;663;667;668;672;675;677;684;695;705;708;710;725;731;738;741;746;747;753;760;768;779;780;781;782;797;800;815;821;822;831;836;838;841;842;843;848;855;870;876;880;886;890;895;899;901;902;906;907;910;913;917;925;931;945;946;956;961;963;966;968;970;971;975;987;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22070-002;629;633;642;658;662;663;667;668;672;675;677;684;695;705;708;710;725;731;738;741;746;747;753;760;768;779;780;781;782;797;800;815;821;822;831;836;838;841;842;843;848;855;870;876;880;886;890;895;899;901;902;906;907;910;913;917;925;931;945;946;956;961;963;966;968;970;971;975;987;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;RJ;22061-030;629;633;642;658;662;663;667;668;672;675;677;684;695;705;708;710;725;731;738;741;746;747;753;760;768;779;780;781;782;797;800;815;821;822;831;836;838;841;842;843;848;855;870;876;880;886;890;895;899;901;902;906;907;910;913;917;925;931;945;946;956;961;963;966;968;970;971;975;987;;;;;;;;;;;;;;;;;;;
