RestaurantId;Restaurant;IstOnline;IstGeloescht;Strasse;Hausnr;PLZ;Stadt;Direct Link;AdSchedule
6243;Der fliegende Italiener;1;0;Lettigkautweg;13;60599;Frankfurt am Main;http://www.lieferando.de/lieferservice-der-fliegende-italiener-frankfurt-am-main;(Monday@100%[11:00-14:00]);(Monday@100%[17:00-22:30]);(Tuesday@100%[11:00-14:00]);(Tuesday@100%[17:00-22:30]);(Wednesday@100%[11:00-14:00]);(Wednesday@100%[17:00-22:30]);(Thursday@100%[11:00-14:00]);(Thursday@100%[17:00-22:30]);(Friday@100%[11:00-14:00]);(Friday@100%[17:00-22:30]);(Saturday@100%[17:00-22:30]);(Sunday@100%[17:00-22:30])
6244;Papa No;1;0;Danzigerstr.;11;10435;Berlin;http://www.lieferando.de/lieferservice-papa-no-berlin;(Monday@100%[12:15-22:45]);(Tuesday@100%[12:15-22:45]);(Wednesday@100%[12:15-22:45]);(Thursday@100%[12:15-22:45]);(Friday@100%[12:15-22:45]);(Saturday@100%[12:15-22:45]);(Sunday@100%[12:15-22:45])
6245;Bagel Company;0;1;Postfach;08061;10117;Berlin;http://www.lieferando.de/lieferservice-bagel-company-berlin;(Monday@100%[08:00-17:45]);(Tuesday@100%[08:00-17:45]);(Wednesday@100%[08:00-17:45]);(Thursday@100%[08:00-17:45]);(Friday@100%[08:00-17:45]);;
6246;Thu Hanoi;1;0;Danziger Str.;43;10435;Berlin;http://www.lieferando.de/lieferservice-thu-hanoi-berlin;(Monday@100%[11:00-22:45]);(Tuesday@100%[11:00-22:45]);(Wednesday@100%[11:00-22:45]);(Thursday@100%[11:00-22:45]);(Friday@100%[11:00-22:45]);(Saturday@100%[12:00-22:45]);(Sunday@100%[12:00-22:45])
6247;La Rosina;0;1;Halskestr.;12;12167;Berlin;http://www.lieferando.de/lieferservice-la-rosina-berlin;(Monday@100%[11:00-23:00]);(Tuesday@100%[11:00-23:00]);(Wednesday@100%[11:00-23:00]);(Thursday@100%[11:00-23:00]);(Friday@100%[11:00-23:00]);(Saturday@100%[11:00-23:00]);(Sunday@100%[11:00-23:00])
6248;China Thailand Bistro;0;1;Oranienstr.;47;10969;Berlin;http://www.lieferando.de/lieferservice-china-thailand-bistro-berlin;(Monday@100%[11:00-22:00]);(Tuesday@100%[11:00-22:00]);(Wednesday@100%[11:00-22:00]);(Thursday@100%[11:00-22:00]);(Friday@100%[11:00-22:00]);(Saturday@100%[12:00-21:45]);(Sunday@100%[12:00-21:45])
6249;Kinh Do;1;0;Oranienburger Straße;200;13437;Berlin;http://www.lieferando.de/lieferservice-kinh-do-berlin;(Monday@100%[11:00-21:45]);(Tuesday@100%[11:00-21:45]);(Wednesday@100%[11:00-21:45]);(Thursday@100%[11:00-21:45]);(Friday@100%[11:00-21:45]);;(Sunday@100%[12:00-21:45])
6250;Il Mercato;1;0;Katzbachstraße;30;10965;Berlin;http://www.lieferando.de/lieferservice-il-mercato-berlin;(Monday@100%[11:00-23:30]);(Tuesday@100%[11:00-23:30]);(Wednesday@100%[11:00-23:30]);(Thursday@100%[11:00-23:30]);(Friday@100%[11:00-23:30]);(Saturday@100%[11:00-23:30]);(Sunday@100%[11:00-23:30])
6251;Phat Thai Food;1;0;Wilhelmsaue;110;10715;Berlin;http://www.lieferando.de/lieferservice-phat-thai-food-berlin;(Monday@100%[11:30-22:00]);(Tuesday@100%[11:30-22:00]);(Wednesday@100%[11:30-22:00]);(Thursday@100%[11:30-22:00]);(Friday@100%[11:30-22:00]);;(Sunday@100%[12:00-22:00])
6252;Pizza Haus;0;0;Zobeltitzstr.;76;13403;Berlin;http://www.lieferando.de/lieferservice-pizza-haus-berlin;(Monday@100%[11:00-22:45]);(Tuesday@100%[11:00-22:45]);(Wednesday@100%[11:00-22:45]);(Thursday@100%[11:00-22:45]);(Friday@100%[11:00-22:45]);;
