Land;Stadt;Anzahl;KW
FR;Grigny;6;33
FR;Bonneuil-sur-Marne;6;33
FR;Gagny;6;33
FR;Le Chesnay;6;33
FR;Lingolsheim;6;33
FR;Illkirch-Graffenstaden;6;33
FR;Bischheim;5;33
FR;Le Vésinet;5;33
FR;Orsay;5;33
FR;Athis-Mons;5;33
FR;Chatou;5;33
FR;Voisins-le-Bretonneux;5;33
FR;Montfermeil;5;33
FR;Oberhausbergen;5;33
FR;Villepinte;5;33
FR;Le Bourget;5;33
FR;Marnes-la-Coquette;5;33
FR;Epinay-sur-Seine;5;33
FR;Noiseau;5;33
FR;Clichy-sous-Bois;5;33
FR;Les Ulis;5;33
FR;Deuil-la-Barre;5;33
FR;Le Blanc-Mesnil;5;33
FR;Montigny-le-Bretonneux;5;33
FR;Jouy-en-Josas;5;33
FR;Villejust;5;33
FR;Mons-en-Bar?ul;5;33
FR;Pontault-Combault;5;33
FR;Stains;5;33
FR;La Celle-Saint-Cloud;5;33
FR;Bezons;5;33
FR;Coubron;4;33
FR;Lezennes;4;33
FR;Limeil-Brévannes;4;33
FR;Bures-sur-Yvette;4;33
FR;Mitry-Mory;4;33
FR;Pierrefitte-sur-Seine;4;33
FR;Geispolsheim;4;33
FR;Claye-Souilly;4;33
FR;Ronchin;4;33
FR;Sathonay-Camp;4;33
FR;Gometz-le-Châtel;4;33
FR;Saint-Germain-en-Laye;4;33
FR;Draveil;4;33
FR;Mitry-le-Neuf;4;33
FR;Chilly-Mazarin;4;33
FR;Morangis;4;33
FR;Sartrouville;4;33
FR;Enghien-les-Bains;4;33
FR;Villeparisis;4;33
FR;Lille;4;33
FR;Yerres;4;33
FR;Hellemmes-Lille;4;33
FR;Champs-sur-Marne;4;33
FR;Mittelhausbergen;4;33
FR;Soisy-sous-Montmorency;4;33
FR;Croissy-sur-Seine;4;33
FR;Eckbolsheim;4;33
FR;Eschau;4;33
FR;Gif-sur-Yvette;4;33
FR;Sarcelles;4;33
FR;Fourqueux;3;33
FR;Mantes-la-Jolie;3;33
FR;Montgeron;3;33
FR;Wolfisheim;3;33
FR;Montmagny;3;33
FR;Bougival;3;33
FR;Saclay;3;33
FR;L\'Etang-la-Ville;3;33
FR;Lisses;3;33
FR;Arnouville-lès-Mantes;3;33
FR;Plobsheim;3;33
FR;Breuil-Bois-Robert;3;33
FR;Saint-Brice-sous-Forêt;3;33
FR;Sainte-Geneviève-des-Bois;3;33
FR;Ecouen;3;33
FR;Bondoufle;3;33
FR;Saint-Cyr-l\'Ecole;3;33
FR;Tressin;3;33
FR;Emerainville;3;33
FR;Guerville;3;33
FR;Saint-Michel-sur-Orge;3;33
FR;Limay;3;33
FR;Louveciennes;3;33
FR;Bailly;3;33
FR;Buchelay;3;33
FR;Septeuil;3;33
FR;Sainghin-en-Mélantois;3;33
FR;Saint-Gratien;3;33
FR;Lipsheim;3;33
FR;Brétigny-sur-Orge;3;33
FR;Villemoisson-sur-Orge;3;33
FR;H?nheim;3;33
FR;Le Plessis-Pâté;3;33
FR;Sannois;3;33
FR;Forest-sur-Marque;3;33
FR;Gometz-la-Ville;3;33
FR;Le Port-Marly;3;33
FR;Auffreville-Brasseuil;3;33
FR;Paray-Vieille-Poste;3;33
FR;Vert;3;33
FR;Mantes-la-Ville;3;33
FR;Chéreng;3;33
FR;Valenton;3;33
FR;Fegersheim;3;33
FR;Marly-le-Roi;3;33
FR;Montmorency;3;33
FR;Anstaing;3;33
FR;Ballainvilliers;3;33
FR;Dugny;3;33
FR;Argenteuil;3;33
FR;Houilles;3;33
FR;Magnanville;3;33
FR;Villeneuve-d\'Ascq;3;33
FR;Gruson;3;33
FR;Saulx-les-Chartreux;2;33
FR;Evry;2;33
FR;Wattignies;2;33
FR;Issou;2;33
FR;Bordeaux;2;33
FR;Courdimanche;2;33
FR;Domont;2;33
FR;Favrieux;2;33
FR;Mareil-Marly;2;33
FR;Mézières-sur-Seine;2;33
FR;Baisieux;2;33
FR;Reichstett;2;33
FR;Sequedin;2;33
FR;Craponne;2;33
FR;Flacourt;2;33
FR;Villevaudé;2;33
FR;Cailloux-sur-Fontaines;2;33
FR;Soindres;2;33
FR;Torcy;2;33
FR;Epône;2;33
FR;Gressy;2;33
FR;Jouy-Mauvoisin;2;33
FR;Boissy-Mauvoisin;2;33
FR;Carrières-sur-Seine;2;33
FR;Châteaufort;2;33
FR;Souffelweyersheim;2;33
FR;Crosne;2;33
FR;Groslay;2;33
FR;Lomme;2;33
FR;Pontoise;2;33
FR;Mandres-les-Roses;2;33
FR;Rosny-sur-Seine;2;33
FR;Marcq-en-Bar?ul;2;33
FR;Entzheim;2;33
FR;Hem;2;33
FR;Boinvilliers;2;33
FR;Eaubonne;2;33
FR;Villecresnes;2;33
FR;Garges-lès-Gonesse;2;33
FR;Arnouville-lès-Gonesse;2;33
FR;Osny;2;33
FR;Rocquencourt;2;33
FR;Soisy-sur-Seine;2;33
FR;Eckwersheim;2;33
FR;Ermont;2;33
FR;Fontenay-Mauvoisin;2;33
FR;Lognes;2;33
FR;Noisy-le-Roi;2;33
FR;Cergy;2;33
FR;Corbeil-Essonnes;2;33
FR;Dammartin-en-Serve;2;33
FR;Lampertheim;2;33
FR;Montesson;2;33
FR;Brunoy;2;33
FR;Chambourcy;2;33
FR;Ezanville;2;33
FR;Loos;2;33
FR;Perdreauville;2;33
FR;Villette;2;33
FR;Mitry-Bourg;2;33
FR;Niederhausbergen;2;33
FR;Epinay-sur-Orge;2;33
FR;Gargenville;2;33
FR;Les Loges-en-Josas;2;33
FR;Saint-Aubin;2;33
FR;La Wantzenau;2;33
FR;Boissy-Saint-Léger;2;33
FR;Cysoing;2;33
FR;Vendenheim;2;33
FR;Lesquin;2;33
FR;Ménerville;2;33
FR;Mundolsheim;2;33
FR;Porcheville;2;33
FR;Rosay;2;33
FR;Décines-Charpieu;1;33
FR;Vaires-sur-Marne;1;33
FR;Emmerin;1;33
FR;Gommecourt;1;33
FR;Guitrancourt;1;33
FR;Laval-en-Brie;1;33
FR;Longpont-sur-Orge;1;33
FR;Mérignac;1;33
FR;Acquigny;1;33
FR;Oberschaeffolsheim;1;33
FR;Parmain;1;33
FR;Roubaix;1;33
FR;Champagne-sur-Oise;1;33
FR;Talence;1;33
FR;Valence-en-Brie;1;33
FR;Ennery;1;33
FR;Villabé;1;33
FR;Goussainville;1;33
FR;Haubourdin;1;33
FR;Jambville;1;33
FR;La Madeleine;1;33
FR;Le Bouscat;1;33
FR;Louviers;1;33
FR;Nice;1;33
FR;Angerville-la-Campagne;1;33
FR;Orly aéroport;1;33
FR;Perpignan;1;33
FR;Saint-Germain-lès-Arpajon;1;33
FR;Saint-Pierre-du-Vauvray;1;33
FR;Chevreuse;1;33
FR;Thillois;1;33
FR;Drocourt;1;33
FR;Varennes-sur-Seine;1;33
FR;Epinay-sous-Sénart;1;33
FR;Ville-Saint-Jacques;1;33
FR;Heudebouville;1;33
FR;Jouars-Pontchartrain;1;33
FR;Le Mesnil-Aubry;1;33
FR;Linas;1;33
FR;Marolles-en-Brie;1;33
FR;Bazainville;1;33
FR;Bouqueval;1;33
FR;Saint-André-lez-Lille;1;33
FR;Saint-Illiers-la-Ville;1;33
FR;Charbonnières-les-Bains;1;33
FR;Saint-Sébastien-de-Morsent;1;33
FR;Croissy-Beaubourg;1;33
FR;Echouboulains;1;33
FR;Follainville-Dennemont;1;33
FR;Houdan;1;33
FR;La Villeneuve-en-Chevrie;1;33
FR;Les Molières;1;33
FR;L\'Isle-Adam;1;33
FR;Mondreville;1;33
FR;Noisiel;1;33
FR;Bennecourt;1;33
FR;Roissy-en-Brie;1;33
FR;Saint-Lubin-de-la-Haye;1;33
FR;Toussus-le-Noble;1;33
FR;Erquinghem-le-Sec;1;33
FR;Fontenay-Saint-Père;1;33
FR;Juziers;1;33
FR;Lambersart;1;33
FR;Lésigny;1;33
FR;Maurepas;1;33
FR;Montchauvet;1;33
FR;Mulcent;1;33
FR;Bezannes;1;33
FR;Brueil-en-Vexin;1;33
FR;Cernay-lès-Reims;1;33
FR;Saint-Martin-la-Garenne;1;33
FR;Santeny;1;33
FR;Cormontreuil;1;33
FR;Evreux;1;33
FR;Forges;1;33
FR;Irigny;1;33
FR;Longnes;1;33
FR;Méricourt;1;33
FR;Neauphlette;1;33
FR;Bilwisheim;1;33
FR;Presles;1;33
FR;Bonnières-sur-Seine;1;33
FR;Bruyères-sur-Oise;1;33
FR;Saint-Etienne-du-Vauvray;1;33
FR;Chelles;1;33
FR;Courcouronnes;1;33
FR;Tacoignières;1;33
FR;Dijon;1;33
FR;Val-de-Reuil;1;33
FR;Englos;1;33
FR;Vigneux-sur-Seine;1;33
FR;Faches-Thumesnil;1;33
FR;Freneuse;1;33
FR;Witry-lès-Reims;1;33
FR;Hargeville;1;33
FR;La Haye-le-Comte;1;33
FR;Le Vaudreuil;1;33
FR;Montlhéry;1;33
FR;Andé;1;33
FR;Périgny;1;33
FR;Blaru;1;33
FR;Radinghem-en-Weppes;1;33
FR;Bouffémont;1;33
FR;Saint-Pierre-du-Perray;1;33
FR;Courtry;1;33
FR;Férolles-Attilly;1;33
FR;Gambais;1;33
FR;Gouvieux;1;33
FR;Les Clayes-sous-Bois;1;33
FR;Limours;1;33
FR;Lys-lez-Lannoy;1;33
FR;Nogent-l\'Abbesse;1;33
FR;Balma;1;33
FR;Richebourg;1;33
FR;Chantilly;1;33
FR;Saint-Rémy-lès-Chevreuse;1;33
FR;Tinqueux;1;33
FR;Vauhallan;1;33
FR;Flins-Neuve-Eglise;1;33
FR;Villiers-le-Bel;1;33
FR;Gressey;1;33
FR;Holtzheim;1;33
FR;Jouy-le-Moutier;1;33
FR;La Verrière;1;33
FR;Le Mesnil-Saint-Denis;1;33
FR;Les Mesneux;1;33
FR;Marolles-sur-Seine;1;33
FR;Moisson;1;33
FR;Bègles;1;33
FR;Plaisir;1;33
FR;Boissets;1;33
FR;Saint-Brice-Courcelles;1;33
FR;Cannes-Ecluse;1;33
FR;Chassieu;1;33
FR;Croix;1;33
FR;Vauréal;1;33
FR;Lainville-en-Vexin;1;33
FR;Magny-les-Hameaux;1;33
FR;Maulette;1;33
FR;Montalet-le-Bois;1;33
FR;Mousseaux-sur-Seine;1;33
FR;Ozoir-la-Ferrière;1;33
FR;Berru;1;33
FR;Pontcarré;1;33
FR;Bompas;1;33
FR;Saint-Martin-des-Champs;1;33
FR;Elancourt;1;33
FR;Escobecques;1;33
FR;Guernes;1;33
FR;Incarville;1;33
FR;Leudeville;1;33
FR;Menucourt;1;33
FR;Noyelles-lès-Seclin;1;33
FR;Port-Villez;1;33
FR;Surville;1;33
FR;Val Pompadour;1;33
FR;Gonesse;1;33
FR;La Grande-Paroisse;1;33
FR;Le Tertre-Saint-Denis;1;33
FR;Oinville-sur-Montcient;1;33
FR;Blaesheim;1;33
FR;Quatremare;1;33
FR;Bornel;1;33
FR;Saint-Genis-Laval;1;33
FR;Champigny;1;33
FR;Saint-Ouen-l\'Aumône;1;33
FR;Schirmeck;1;33
FR;Courgent;1;33
FR;Ennetières-en-Weppes;1;33
FR;ville test;1;33
FR;Goussonville;1;33
FR;Jeufosse;1;33
FR;Lécluse;1;33
FR;Limetz-Villez;1;33
FR;Ormes;1;33
FR;Persan;1;33
FR;Boinville-en-Mantois;1;33
FR;Reims;1;33
FR;Boullay-les-Troux;1;33
FR;Sailly;1;33
FR;Cabestany;1;33
FR;Saint-Germain-lès-Corbeil;1;33
FR;Saint-Priest;1;33
FR;Chevry-Cossigny;1;33
FR;Cravent;1;33
FR;Tilly;1;33
FR;Fleury-Mérogis;1;33
FR;Villiers-le-Bâcle;1;33
FR;Gravigny;1;33
FR;Heudreville-sur-Eure;1;33
FR;Le Mesnil-en-Thelle;1;33
FR;Marolles-en-Hurepoix;1;33
FR;Nointel;1;33
FR;Orvilliers;1;33
FR;Beaumont-sur-Oise;1;33
FR;Piscop;1;33
FR;Bois-d\'Arcy;1;33
FR;Saint-Illiers-le-Bois;1;33
FR;Saint-Thibault-des-Vignes;1;33
FR;Civry-la-Forêt;1;33
FR;Toulon;1;33
FR;Eragny-sur-Oise;1;33
FR;Villiers-sur-Orge;1;33
FR;Génicourt;1;33
FR;Gretz-Armainvilliers;1;33
FR;Mours;1;33
FR;Arpajon;1;33
FR;Bernes-sur-Oise;1;33
FR;Rolleboise;1;33
FR;Bréval;1;33
FR;Saintry-sur-Seine;1;33
FR;Trappes;1;33
FR;Lamorlaye;1;33
FR;Lommoye;1;33
FR;Maisons-Laffitte;1;33
FR;Montereau-Fault-Yonne;1;33
FR;Normanville;1;33
FR;Bruges;1;33
FR;Chambly;1;33
FR;Chaufour-lès-Bonnières;1;33
PL;Kraków;93;33
PL;Wroc?aw;69;33
PL;Warszawa;60;33
PL;Pozna?;36;33
PL;Katowice;16;33
PL;Sosnowiec;9;33
PL;Plewiska;9;33
PL;Wysoka;9;33
PL;Bydgoszcz;8;33
PL;D?browa Górnicza;7;33
PL;Chorzów;7;33
PL;Lubo?;7;33
PL;Mokronos Dolny;6;33
PL;Rz?ska;6;33
PL;Radomierzyce;6;33
PL;Cz?stochowa;6;33
PL;Bielany Wroc?awskie;6;33
PL;B?dzin;5;33
PL;Wiry;5;33
PL;Zabrodzie;5;33
PL;Komorniki;5;33
PL;Mokronos Górny;5;33
PL;Smolec;4;33
PL;Zielonki;4;33
PL;W?grzce;4;33
PL;Rzeszów;4;33
PL;Cesarzowice;4;33
PL;Bibice;3;33
PL;Bytom;3;33
PL;Radwanice;3;33
PL;Skórzewo;3;33
PL;Zakrzewo;3;33
PL;Baranowo;3;33
PL;Tychy;3;33
PL;Wysogotowo;3;33
PL;Lusina;3;33
PL;D?browa;3;33
PL;Biestrzyków;3;33
PL;Iwiny;3;33
PL;Prze?mierowo;3;33
PL;?l?za;3;33
PL;Rosnowo;3;33
PL;Jelonek;3;33
PL;G?uchowo;3;33
PL;Z?otniki;3;33
PL;?ód?;3;33
PL;Szreniawa;3;33
PL;Wieliczka;3;33
PL;Chom?cice;3;33
PL;Lusówko;2;33
PL;Garlica Duchowna;2;33
PL;Cerekwica;2;33
PL;Gda?sk;2;33
PL;Ka?mierz;2;33
PL;P?kowice;2;33
PL;Przybroda;2;33
PL;Rokietnica;2;33
PL;Gliwice;2;33
PL;Góra;2;33
PL;Kokoszczyn;2;33
PL;B?dzin (Ksawera);2;33
PL;Go?uski;2;33
PL;Suchy Dwór;2;33
PL;Komorowice;2;33
PL;Sady;2;33
PL;Swarz?dz;2;33
PL;??czyca;2;33
PL;Karwiany;2;33
PL;Lusowo;2;33
PL;Pal?dzie;2;33
PL;Garliczka;2;33
PL;Szczyglice;2;33
PL;Babki;2;33
PL;Blizne ?aszczy?skiego;2;33
PL;Domas?aw;2;33
PL;Giebu?tów;2;33
PL;Jankowice;2;33
PL;Kiekrz;2;33
PL;Krzeptów;2;33
PL;Miko?ów;2;33
PL;Mys?owice;2;33
PL;Golkowice;2;33
PL;Tarnowo Podgórne;2;33
PL;Kobylniki;2;33
PL;Latchorzew;2;33
PL;Tulce;2;33
PL;B?dzin (Warpie);2;33
PL;Radom;2;33
PL;Swadzim;2;33
PL;Lusówko (Rozalin);2;33
PL;Prusy;2;33
PL;D?brówka;2;33
PL;Garlica Murowana;2;33
PL;Paw?owice;2;33
PL;Batorowo;2;33
PL;Przybys?awice;2;33
PL;Rosnówko;2;33
PL;Januszowice;2;33
PL;Klaudyn;2;33
PL;B?dzin (Brzozowica);2;33
PL;Napachanie;2;33
PL;Chyby;2;33
PL;Rumianek;2;33
PL;Trojanowice;2;33
PL;B?dzin (Ma?ob?dz);2;33
PL;Czelad?;2;33
PL;Suchy Las;2;33
PL;Tyniec Ma?y;2;33
PL;Z?otkowo;2;33
PL;K?pino;1;33
PL;Konotopa;1;33
PL;O?arów Mazowiecki;1;33
PL;Po?czyno;1;33
PL;Samotwór;1;33
PL;?wi?ta Katarzyna;1;33
PL;Zabrze;1;33
PL;???yce;1;33
PL;Imielin;1;33
PL;K?tnik;1;33
PL;Korzkiew;1;33
PL;Macierzysz;1;33
PL;Mory;1;33
PL;Biskupice Podgórne;1;33
PL;Pami?tkowo;1;33
PL;Przec?aw;1;33
PL;Daszewice;1;33
PL;Regu?y;1;33
PL;Szeligi;1;33
PL;Wejherowo;1;33
PL;Jab?onna;1;33
PL;Micha?owice-Osiedle;1;33
PL;Mrowino (Zmys?owo);1;33
PL;Bogucin;1;33
PL;Chludowo;1;33
PL;Dopiewiec;1;33
PL;S?awutówko;1;33
PL;Wilczyce;1;33
PL;?elistrzewo;1;33
PL;Jankowice (Edmundowo);1;33
PL;Kie?czów;1;33
PL;Krzy?anowice;1;33
PL;Miko?ów (Borowa Wie?);1;33
PL;M?odziejowice;1;33
PL;Bronisze;1;33
PL;Piotrkówek Ma?y;1;33
PL;Chrzanów;1;33
PL;Puck;1;33
PL;Duchnice;1;33
PL;Rumia;1;33
PL;Stare;1;33
PL;Trestno;1;33
PL;Jawczyce;1;33
PL;Libertów;1;33
PL;Miko?ów (Reta ?mi?owicka);1;33
PL;Opacz-Kolonia;1;33
PL;Brzoza;1;33
PL;Pod?oziny;1;33
PL;Czarnochowice;1;33
PL;R?bie? AB;1;33
PL;G?dki;1;33
PL;?ydowo;1;33
PL;Kamienna Góra;1;33
PL;Modlnica;1;33
PL;B?dzin (?agisza);1;33
PL;Owczary;1;33
PL;Bytkowo;1;33
PL;Po?chowo;1;33
PL;Garby;1;33
PL;G?uszyna Le?na;1;33
PL;Wacyn;1;33
PL;Koprki;1;33
PL;Mokry Dwór;1;33
PL;Ceradz Ko?cielny;1;33
PL;Pruszowice;1;33
PL;Darzlubie;1;33
PL;Reda;1;33
PL;Sieros?aw;1;33
PL;Zakr?t;1;33
PL;Katowice (Piotrowice);1;33
PL;Kozierów;1;33
PL;Micha?owice;1;33
PL;Mrowino;1;33
PL;P?cice;1;33
PL;Chlewiska;1;33
PL;Rogierówko;1;33
PL;Szukalice;1;33
PL;Wieruchów;1;33
PL;Zdrada;1;33
PL;Batowice;1;33
PL;Bosutów;1;33
PL;Piotrkówek Du?y;1;33
PL;Psary;1;33
PL;Drw?sa;1;33
PL;Wiórek;1;33
PL;Ziel?tkowo;1;33
PL;Jaryszki;1;33
PL;Miko?ów (Paniowy);1;33
PL;B?dzin (Grodziec);1;33
PL;Opacz Ma?a;1;33
PL;Brzezno;1;33
PL;Podgaj;1;33
PL;Czapury;1;33
PL;R?bie?;1;33
PL;D?ugo??ka;1;33
PL;Rybnik;1;33
PL;Go?aszew;1;33
PL;Strzyku?y;1;33
PL;?urawiniec;1;33
PL;Lulinek;1;33
PL;Mirków;1;33
PL;Otowo;1;33
PL;Gaj Wielki;1;33
PL;Umiastów;1;33
PL;Zabierzów;1;33
PL;Kaputy;1;33
PL;Konstancin-Jeziorna;1;33
PL;O?tarzew;1;33
PL;Celbowo;1;33
PL;Ramiszów;1;33
PL;Siechnice;1;33
PL;Szamotu?y;1;33
PL;W?sy-Kolonia;1;33
PL;Zacharzyce;1;33
PL;Iwanowice;1;33
PL;Kozieg?owy;1;33
PL;Magnice;1;33
PL;Mo?ciska;1;33
PL;Blizne Jasi?skiego;1;33
PL;Przec?awek;1;33
PL;Dolne Pole;1;33
PL;Rekowo Górne;1;33
PL;Gdynia;1;33
PL;?ledziejowice;1;33
PL;Zalasewo;1;33
PL;Janikowo;1;33
PL;Ki?czyn;1;33
PL;Kr?pice;1;33
PL;Micha?owice-Wie?;1;33
PL;Mrzezino;1;33
PL;Bole?;1;33
PL;P?tkowice;1;33
PL;Dopiewo;1;33
PL;Gol?czewo;1;33
PL;Sobota;1;33
PL;S?awutowo;1;33
PL;Wilkszyn;1;33
PL;?erniki Ma?e;1;33
PL;Ksi?ginice;1;33
PL;Miko?ów (Kamionka);1;33
PL;Brudzewo;1;33
PL;Puszczykowo;1;33
PL;Dziekanowice;1;33
PL;Górna Wie?;1;33
PL;Starzyny;1;33
PL;Wola Zachariaszowska;1;33
PL;?órawina;1;33
PL;Jaworzno;1;33
PL;Koleczkowo;1;33
PL;Miko?ów (?mi?owice);1;33
PL;Os?onino;1;33
PL;Brzozówka;1;33
PL;Pogroszew;1;33
PL;Rac?awice Wielkie;1;33
PL;G?dów;1;33
PL;Rzeplin;1;33
PL;Gr?bynice;1;33
